Id,Predicted
5895,0.9277897204884152
7122,0.830972750181961
6173,0.8567995389144774
6142,0.888022722495068
5358,0.8719658794836822
6095,0.9405353057435214
6878,0.9491452356727307
6554,0.743127493914925
6793,0.9259223500046583
7286,0.9571638074742264
6076,0.9258911590740487
5134,0.818290979597084
5419,0.7005769759554394
6255,0.8504449334427613
5656,0.7821100325806908
6934,0.717600604064514
6028,0.8287521626844454
6490,0.9485504183794546
6415,0.6255812075413715
7087,0.9540503320421959
5420,0.8787353599930292
5977,0.9363440133327606
6824,0.9316357981699923
5207,0.9225474873668249
7115,0.9537989746200186
7250,0.9485555643862715
6010,0.9124587943508828
6088,0.9169982878398059
5682,0.8082805122961156
7201,0.8924410191181035
6938,0.8667282453473384
6875,0.9503267735019608
5953,0.8751395886041743
5942,0.8893354213641771
5382,0.9301369815401798
6377,0.9444143703061213
5931,0.9065359493159642
5992,0.8008006283400573
5790,0.9214341771641772
6753,0.8704687540201922
6562,0.9044901794417439
7046,0.8213905584874013
5868,0.737412167714085
5784,0.9095641879565473
5878,0.7997068473705129
5110,0.8970598593443446
5210,0.829043285382949
7230,0.9705972161800713
5005,0.8807612345924822
6871,0.9233493882086221
5363,0.8005769055022137
7253,0.813697334387447
6055,0.7704428082478727
5072,0.6131625141844393
6913,0.9125175584590294
6386,0.9072412319495966
5634,0.8839746181821975
5758,0.8182097813456055
6819,0.9453152059704382
7088,0.9177596472996322
5039,0.866792439702846
5532,0.7147763026664848
6037,0.9398470996813503
6322,0.911595888881722
6887,0.9293801372823721
6660,0.8437437383958775
5451,0.8677841727436282
6014,0.8593995011215741
5556,0.8312276484607695
6346,0.9384890382012661
5850,0.8512513200039086
5940,0.8622539589618664
7119,0.8403436913830905
5253,0.8940482590439234
6851,0.8959944373600831
6695,0.8710769197192002
6908,0.7971902195322937
7255,0.9312801092957097
5674,0.8468990681530867
6278,0.9002341062970699
5486,0.5376419538837347
5174,0.6167060613956857
6621,0.9158294686766092
6313,0.8859315235465974
6435,0.8300729113451326
6970,0.9651481395704722
6310,0.9189311136730149
5932,0.9076955930820774
6877,0.8913652062858085
6763,0.9464956363512145
7085,0.8557959727617701
7049,0.8535670831506275
6959,0.9432047745419434
5214,0.8935489039164598
6350,0.8199518707838688
5063,0.6413613778761054
5041,0.7106183458502583
5086,0.8070029474496864
6942,0.9552078050071517
5270,0.8351339760945995
6705,0.8101238816722643
7051,0.8612914855243751
6758,0.9345247101306399
6249,0.9171151132723693
5808,0.9377009729072778
5377,0.6825079212909763
5446,0.9053154075148561
5856,0.8657177257269996
4986,0.5903003200815946
7001,0.8898167283549738
6677,0.9470076654160405
6665,0.9464293880745914
5817,0.8637474026537404
6984,0.9496129151831729
6541,0.9170448216492388
5117,0.7276369020105511
6097,0.872602035181433
5389,0.8698631337184786
7219,0.9627998759003806
6338,0.7983703471075573
6922,0.9438956676813096
5367,0.8937559115103119
5638,0.8029815842893118
5830,0.7464300084726724
5338,0.8180766706338808
6007,0.8003607830612672
6612,0.7699767982491409
5718,0.9313074604395849
6104,0.8701728125785678
5229,0.8988351499564555
6625,0.7542305841912015
5206,0.7807079029884605
5963,0.8879664602032596
4990,0.7978981841800347
6641,0.9141052035517532
5369,0.7603091273251382
6196,0.8578139009787591
5236,0.6178145172959566
5719,0.796492681356223
5643,0.6981204715954133
7050,0.849686958735361
6355,0.9219855492080227
6688,0.9625719420996013
6239,0.748049938801211
5531,0.8905779074773966
6113,0.9240707035535054
7181,0.8005245641275185
6118,0.7501837079345157
7264,0.9327420581519649
5343,0.9045390917517033
5051,0.8241824258617948
5779,0.8944012414235056
6605,0.9454940928007428
6655,0.8929179779704737
6534,0.6309299221897916
5681,0.8946374408584893
6607,0.8969923208148372
6242,0.9501554113641558
7242,0.955238505931039
7277,0.842832729391583
6675,0.8258826312613026
5398,0.8339569024293424
5956,0.8533826668444486
5731,0.6856386935870367
6956,0.9431330286213195
6437,0.9400906695945351
5447,0.5699346526703881
5973,0.8550017898515899
6075,0.8387169041710105
5281,0.6414592366519686
5103,0.9141122133078446
6468,0.9088038151930452
7209,0.856679661056919
5584,0.9293990747871591
4988,0.6471384425310074
6502,0.9312532218159406
5651,0.9216186791931872
4962,0.8721038780878722
5862,0.8669442089634971
7199,0.9297447549033867
6727,0.9194961710127342
7279,0.8693175468147445
6544,0.9265799988284663
5933,0.8853609906380712
6574,0.937791802429158
6399,0.9450812557429643
7187,0.9693016003647293
6353,0.8713933146005889
5043,0.6083444960283376
5469,0.8085318343570871
5976,0.5927987774713253
6059,0.7925640947148327
5799,0.8960926569358503
6147,0.889993399678721
6254,0.8503881815250321
7100,0.8713394713742106
7147,0.8832797886379657
5909,0.9376640947224598
7037,0.9052283523308154
5782,0.8274193422117355
6237,0.6941440713816952
6552,0.909826170180642
7067,0.8822135168816672
5320,0.840417833980929
5930,0.9065133491327688
6486,0.9273855180990977
5245,0.7893633674966765
6643,0.9492236349687714
5260,0.8564953049596659
5569,0.6244497941087636
7110,0.9456313614071397
7139,0.9542699396834704
6791,0.6819921014718467
5360,0.8078010952507615
5287,0.882084427481316
6553,0.9143527555286725
7072,0.9541971456145151
6044,0.8611307027205959
5332,0.9209113865547668
6866,0.8886026427862512
6633,0.8254097657570032
6926,0.8471033182509405
6442,0.8935522590967798
5889,0.8172452072148009
5765,0.7756219718556904
5124,0.8147858568206746
5491,0.5910973589577694
6730,0.7949231168980264
7151,0.8888653215785318
5140,0.8611920442797529
7171,0.9198808371121282
6568,0.9061426842322083
6861,0.9185665359520506
6855,0.9537836284580388
7129,0.9333088681593443
5384,0.9053166298838502
6859,0.8963430142040972
5772,0.7995776655304659
5665,0.8818375874578467
6495,0.9001195372394513
5061,0.8944715653259487
6948,0.9078082409094256
5773,0.8122150674073823
6052,0.9474456681571478
6682,0.9281568574336397
6083,0.8460145391205243
6962,0.8671641974636237
5158,0.7781278780280009
6464,0.9369528944490405
5172,0.9077396727196331
5582,0.8764789522118605
6136,0.9200817609374495
6235,0.8390887751009788
6508,0.9328741247000096
4968,0.8749320989661279
6632,0.9235944758905478
7195,0.8372601108830336
5525,0.8931980408865603
6320,0.714015054891521
6766,0.9282644501401621
6872,0.9266692001052692
5906,0.9159573270236723
7172,0.9290347340046875
6571,0.8521925606016422
5616,0.8064184447099297
6312,0.9565976014709087
6470,0.8974821797278526
5147,0.9277187898984769
5501,0.7884858995489067
6436,0.7182476540263253
5699,0.7271219435963638
5313,0.9050596438140824
6234,0.953848290233829
6569,0.9096098716737104
7202,0.9410652061158349
5683,0.8902732820880893
5034,0.8537574478615911
5435,0.7296451474818999
5815,0.8612724369958334
5589,0.6531448314119164
6746,0.924698780132412
6790,0.9276935596244109
6857,0.9535290743120802
6450,0.8701732344316583
7221,0.9465159794320659
5527,0.8909043557191116
5620,0.9019293978574322
6215,0.9360343083998882
7167,0.8239392666842311
